Order_Date,Priority,Quantity,Sales,Discount,Profit,Unit_Price,Shipping_Cost,Transportation,Customer_Name,Country,Region,State,City,Store_Name,Customer_Segment,Product_Category,Product_Sub_Category,Product_Container,Product_ID,Order_ID,Supplier,Expected_Date,Ship_Date
27/01/16,Not Specified,14,816,0.03,-20.46655,7.68,6.16,Express Air,Arindam Desai ,India,North,Rajasthan,Jodhpur,Bailey,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,P544,52737,Consolidated,05/02/16,15/03/16
27/01/16,Low,145,71758.36,0.06,3868.146,400.97,14.7,Delivery Truck,Ashish Vora ,India,North,Rajasthan,Jodhpur,Lopez,Small Business,Technology,Office Machines,Jumbo Drum,P452,59973,Global Source,08/02/16,17/03/16
27/01/16,High,14,20973.06,0.03,250.67,145.45,17.85,Delivery Truck,Sanjay Kumar Karahe ,India,East,Uttar Pradesh,Muzaffarnagar,Marshall,Small Business,Technology,Office Machines,Jumbo Drum,P854,32871,Alibaba,31/01/16,19/03/16
27/01/16,Medium,16,577.7,0.03,3.88705,8.69,2.99,Regular Air,Khamir Shreedhara Bhat ,India,East,Uttar Pradesh,Varanasi,Carter,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,P325,57025,Alibaba,31/01/16,17/03/16
27/01/16,Low,64,4530.78,0.06,215.01,35.99,2.5,Regular Air,R Bobade ,India,North,Uttaranchal,Rishikesh,Wright,Home Office,Technology,Telephones and Communication,Small Pack,P72,39269,Philo,06/02/16,29/02/16
28/01/16,Medium,81,1019.32,0.03,-52.668,5.68,3.6,Regular Air,Vinod Rajasekhar ,India,West,Gujarat,Ahmedabad,Bryant,Consumer,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,P130,15524,Merxin,09/02/16,06/03/16
28/01/16,Low,62,1279.2,0.01,-194.364,3.95,5.13,Regular Air,Hirji Dhage ,India,North,Haryana,Thanesar,Rice,Corporate,Office Supplies,Appliances,Small Box,P635,9347,Alibaba,03/02/16,05/03/16
28/01/16,High,55,852.28,0.03,-47.13045,11.5,7.19,Regular Air,B Jadhav ,India,South,Karnataka,Gangawati,Shaw,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,P658,49442,Compu Point,09/02/16,06/03/16
28/01/16,Low,62,1279.2,0.01,-172.768,3.95,5.13,Regular Air,Bharat Chauhan ,India,Central,Madhya Pradesh,Seoni,Rice,Corporate,Office Supplies,Appliances,Small Box,P635,9347,Alibaba,31/01/16,12/02/16
28/01/16,High,11,1278.42,0.03,-44.6499,11.5,7.19,Regular Air,S Kumar ,India,West,Maharashtra,Manjlegaon,Shaw,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,P658,49442,Compu Point,07/02/16,19/03/16
28/01/16,Medium,81,1019.32,0.03,-56.43,5.68,3.6,Regular Air,Dattatray Giddale ,India,East,West Bengal,Rishra,Bryant,Consumer,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,P130,15524,Merxin,31/01/16,08/02/16
29/01/16,Low,29,44143.85,0,1911.3948,205.99,8.99,Regular Air,Pankaj Giri ,India,South,Andhra Pradesh,Tekkali,Harrison,Small Business,Technology,Telephones and Communication,Small Box,P1016,6241,Global Source,05/02/16,21/03/16
29/01/16,Not Specified,16,1456.5,0.01,55.16925,10.91,2.99,Regular Air,Nitin Singh ,India,South,Telangana,Hyderabad,Perez,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,P580,25280,Alibaba,02/02/16,09/02/16
29/01/16,Not Specified,64,1165.2,0.01,44.1354,10.91,2.99,Regular Air,V Shinde ,India,East,Bihar,Daudnagar,Perez,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,P580,25280,Alibaba,01/02/16,20/03/16
29/01/16,Low,130,98597.32,0.02,-2437.28,550.98,147.12,Delivery Truck,Rajendra Singh ,India,North,Chhattisgarh,Arang,Ramos,Home Office,Furniture,Tables,Jumbo Box,P334,32000,Alibaba,05/02/16,05/02/16
29/01/16,Not Specified,205,59583.9,0.06,2162.0079,175.99,4.99,Regular Air,Anil Palapalyam ,India,North,Haryana,Bahadurgarh,Warren,Small Business,Technology,Telephones and Communication,Small Box,P43,2146,Global Source,02/02/16,14/02/16
29/01/16,Low,45,253.24,0.06,0.407,4.28,0.94,Regular Air,Gopal K.V ,India,South,Karnataka,Byadgi,Greene,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,P803,11712,Dalian,02/02/16,11/02/16
29/01/16,Low,130,123246.65,0.02,-1827.96,550.98,147.12,Delivery Truck,Napoleon Okuyiga ,India,South,Karnataka,Gulbarga,Ramos,Home Office,Furniture,Tables,Jumbo Box,P334,32000,Alibaba,01/02/16,15/03/16
29/01/16,Medium,64,6758.4,0.07,-113.677,22.99,8.99,Regular Air,Debayan Parpillewar ,India,South,Karnataka,Bijapur,Foster,Corporate,Office Supplies,Pens & Art Supplies,Small Pack,P287,46787,Compu Point,04/02/16,29/02/16
29/01/16,Not Specified,10,636.9,0.01,-7.224,11.97,4.98,Express Air,Shaiju K. Prakash ,India,South,Kerala,Alwaye,Scott,Small Business,Office Supplies,Appliances,Small Box,P989,26818,Merxin,02/02/16,02/02/16
29/01/16,Low,148,13853.7,0.06,467.604,38.06,4.5,Regular Air,Kaman Srinivasa Rao ,India,Central,Madhya Pradesh,Leteri,Murray,Corporate,Office Supplies,Appliances,Small Box,P502,26432,Compu Point,09/02/16,25/03/16
29/01/16,Not Specified,15,509.52,0.01,-8.256,11.97,4.98,Express Air,Ram Bala Murugan ,India,Central,Madhya Pradesh,Hoshangabad,Scott,Small Business,Office Supplies,Appliances,Small Box,P989,26818,Merxin,07/02/16,01/02/16
29/01/16,Low,27,253.24,0.06,0.592,4.28,0.94,Regular Air,Sarika Mathur ,India,West,Maharashtra,Ambad,Greene,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,P803,11712,Dalian,01/02/16,31/01/16
29/01/16,Medium,112,1131.64,0.1,-244.125,6.48,9.17,Regular Air,Mohd.Yusuf Agrawal ,India,North,Punjab,Firozpur,Foster,Corporate,Office Supplies,Paper,Small Box,P1232,46787,Dalian,05/02/16,15/02/16
29/01/16,Not Specified,235,1975.74,0.03,48.875,4.13,1.17,Regular Air,Sumit Lowe ,India,North,Rajasthan,Tonk,Perez,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,P787,25280,Global Source,10/02/16,30/01/16
29/01/16,Medium,96,4505.6,0.07,-71.796,22.99,8.99,Regular Air,Prantik Thomas ,India,South,Tamil Nadu,Karaikkudi,Foster,Corporate,Office Supplies,Pens & Art Supplies,Small Pack,P287,46787,Compu Point,04/02/16,10/03/16
29/01/16,Not Specified,41,39722.6,0.06,2993.5494,175.99,4.99,Regular Air,Gopal Mukherjee ,India,East,Uttar Pradesh,Gajraula,Warren,Small Business,Technology,Telephones and Communication,Small Box,P43,2146,Global Source,08/02/16,26/03/16
29/01/16,Not Specified,47,1646.45,0.03,43.125,4.13,1.17,Regular Air,Kuldeep Phadnis ,India,East,Uttar Pradesh,Chandausi,Perez,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,P787,25280,Global Source,09/02/16,03/02/16
29/01/16,Medium,56,1697.46,0.1,-227.85,6.48,9.17,Regular Air,Namit Beri ,India,East,Uttar Pradesh,Chunar,Foster,Corporate,Office Supplies,Paper,Small Box,P1232,46787,Dalian,07/02/16,04/02/16
29/01/16,Low,116,52972.62,0,2047.923,205.99,8.99,Regular Air,Ashutosh Shakeel ,India,East,West Bengal,Jamuria,Harrison,Small Business,Technology,Telephones and Communication,Small Box,P1016,6241,Global Source,04/02/16,22/03/16
29/01/16,Low,185,9235.8,0.06,467.604,38.06,4.5,Regular Air,Bhaskarbabu Sofi ,India,East,West Bengal,Kolkata,Murray,Corporate,Office Supplies,Appliances,Small Box,P502,26432,Compu Point,08/02/16,07/02/16
30/01/16,Low,64,399.88,0.02,-16.002,3.69,2.5,Regular Air,Dattaram Shivkumar ,India,South,Telangana,Peddapalli,Perkins,Home Office,Office Supplies,Envelopes,Small Box,P341,17797,Compu Point,06/02/16,19/02/16
30/01/16,Medium,8,5520.68,0.07,-310.6224,125.99,2.5,Express Air,Parag Kumar ,India,North,Haryana,Rania,Hollis,Home Office,Technology,Telephones and Communication,Small Box,P1095,34597,Alibaba,02/02/16,21/02/16
30/01/16,Urgent,175,2188.45,0.07,-16.489,7.7,3.68,Regular Air,Pranabkumar Sehgal ,India,North,Himachal Pradesh,Shimla,Washington,Consumer,Furniture,Office Furnishings,Wrap Bag,P378,31556,Compu Point,03/02/16,06/02/16
30/01/16,Urgent,23,947.15,0.07,-51.816,4.98,4.72,Regular Air,Pritam Sharma ,India,South,Karnataka,Mudbidri,Waynoka,Corporate,Office Supplies,Paper,Small Box,P1192,38496,Compu Point,06/02/16,12/02/16
30/01/16,High,36,4947.54,0.05,256.3515,42.8,2.99,Regular Air,Manjunath Nair ,India,West,Maharashtra,Arvi,Peters,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,P1123,49575,Compu Point,10/02/16,18/03/16
30/01/16,High,60,4947.54,0.05,307.6218,42.8,2.99,Regular Air,Piyush K ,India,South,Tamil Nadu,Vattalkundu,Peters,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,P1123,49575,Compu Point,09/02/16,11/03/16
30/01/16,Medium,24,5520.68,0.07,-284.7372,125.99,2.5,Express Air,Gaurav Sharma ,India,East,Uttar Pradesh,Varanasi,Hollis,Home Office,Technology,Telephones and Communication,Small Box,P1095,34597,Alibaba,09/02/16,29/03/16
30/01/16,Urgent,92,1136.58,0.07,-56.134,4.98,4.72,Regular Air,D Clay ,India,North,Uttarakhand,Laksar,Waynoka,Corporate,Office Supplies,Paper,Small Box,P1192,38496,Compu Point,11/02/16,23/03/16
30/01/16,Low,80,599.82,0.02,-14.224,3.69,2.5,Regular Air,T Mangla ,India,East,West Bengal,Sainthia,Perkins,Home Office,Office Supplies,Envelopes,Small Box,P341,17797,Compu Point,05/02/16,05/03/16
30/01/16,Urgent,70,1750.76,0.07,-25.483,7.7,3.68,Regular Air,Pradeep Kumar ,India,East,West Bengal,Kharagpur,Washington,Consumer,Furniture,Office Furnishings,Wrap Bag,P378,31556,Compu Point,04/02/16,26/02/16
01/02/16,High,8,10345.3,0.1,-1046.639,205.99,8.99,Regular Air,Dinesh pushparaj ,India,Central,Chhattisgarh,Khairagarh,Harrison,Small Business,Technology,Telephones and Communication,Small Box,P1039,11431,Global Source,05/02/16,09/02/16
01/02/16,Not Specified,120,14130.66,0.08,-854.568,60.98,49,Regular Air,Rajkumar Kotak ,India,West,Gujarat,Morvi,Bailey,Home Office,Office Supplies,Appliances,Large Box,P462,1856,Philo,08/02/16,10/02/16
01/02/16,High,16,10345.3,0.1,-923.505,205.99,8.99,Regular Air,C Ranjan ,India,Central,Madhya Pradesh,Balaghat,Harrison,Small Business,Technology,Telephones and Communication,Small Box,P1039,11431,Global Source,05/02/16,14/02/16
01/02/16,Not Specified,72,9420.44,0.08,-925.782,60.98,49,Regular Air,Ranveer Ganachari ,India,West,Maharashtra,Taloda,Bailey,Home Office,Office Supplies,Appliances,Large Box,P462,1856,Philo,06/02/16,04/03/16
01/02/16,Not Specified,12,163.98,0.08,-7.202,4.13,1.17,Regular Air,Sunil Singh ,India,West,Maharashtra,Wardha,Dixon,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,P787,19431,Compu Point,12/02/16,02/03/16
01/02/16,Not Specified,4,136.65,0.08,-6.094,4.13,1.17,Regular Air,Vikas Patil ,India,West,Maharashtra,Latur,Dixon,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,P787,19431,Compu Point,13/02/16,05/02/16
01/02/16,Urgent,94,6742.32,0.03,149.828,14.2,5.3,Regular Air,Somesh Dhamanaskar ,India,North East,Mizoram,Aizawl,Jordan,Consumer,Furniture,Office Furnishings,Wrap Bag,P343,53894,Philo,11/02/16,07/03/16
01/02/16,High,25,386.88,0.09,-12.078,8.01,2.87,Regular Air,Prasad Rayanagoudar ,India,North,Rajasthan,Devli,Harrison,Small Business,Office Supplies,Paper,Wrap Bag,P1073,11431,Philo,05/02/16,02/03/16
01/02/16,Urgent,235,6742.32,0.03,117.722,14.2,5.3,Regular Air,Ankit Kshirsagar ,India,East,Uttar Pradesh,Nautanwa,Jordan,Consumer,Furniture,Office Furnishings,Wrap Bag,P343,53894,Philo,13/02/16,06/02/16
01/02/16,High,10,322.4,0.09,-11.407,8.01,2.87,Regular Air,Ankit Kshirsagar ,India,East,West Bengal,Raniganj,Harrison,Small Business,Office Supplies,Paper,Wrap Bag,P1073,11431,Philo,05/02/16,18/02/16
03/02/16,Low,24,2237.64,0.1,28.7538,14.48,6.46,Regular Air,Ashutosh Shakeel ,India,East,Bihar,Rajgir,Murphy,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,P545,54977,Global Source,13/02/16,16/03/16
03/02/16,Urgent,192,80879.1,0.08,2493.942,178.47,19.99,Regular Air,Alice Vaidya ,India,West,Gujarat,Chhala,Helmet,Home Office,Office Supplies,Storage & Organization,Small Box,P639,29860,Ningbo,09/02/16,15/02/16
03/02/16,Not Specified,90,2479.04,0.01,43.736,12.07,6.2,Express Air,Sumit Santhanam ,India,South,Kerala,Alappuzha,Gutierrez,Home Office,Furniture,Office Furnishings,Wrap Bag,P433,15236,Ningbo,15/02/16,28/03/16
03/02/16,Urgent,144,53919.4,0.08,4307.718,178.47,19.99,Regular Air,Kuldeep Kumar S ,India,South,Kerala,Kottayam,Helmet,Home Office,Office Supplies,Storage & Organization,Small Box,P639,29860,Ningbo,09/02/16,23/03/16
03/02/16,Low,21,1233.24,0.01,47.48865,24.95,2.99,Regular Air,M Sagayalawrence ,India,Central,Madhya Pradesh,Khargon,Bray,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,P715,21477,Compu Point,09/02/16,10/03/16
03/02/16,Low,24,2797.05,0.1,43.1307,14.48,6.46,Regular Air,Sandeep Venugopalan ,India,North,Rajasthan,Banswara,Murphy,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,P545,54977,Global Source,08/02/16,26/02/16
03/02/16,Not Specified,150,2479.04,0.01,49.984,12.07,6.2,Express Air,Divya Lavakumar ,India,South,Tamil Nadu,Salem,Gutierrez,Home Office,Furniture,Office Furnishings,Wrap Bag,P433,15236,Ningbo,15/02/16,28/02/16
03/02/16,Low,14,1849.86,0.01,64.75725,24.95,2.99,Regular Air,Sanjoy Ughade ,India,East,West Bengal,Jaynagar-Majilpur,Bray,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,P715,21477,Compu Point,10/02/16,21/02/16
04/02/16,Urgent,69,24710.8,0.02,-390.615,130.98,30,Delivery Truck,Sunil Tiwari ,India,South,Andhra Pradesh,Dharmavaram,Hunter,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,P823,4674,Ningbo,08/02/16,15/02/16
04/02/16,Low,188,891.42,0.08,-25.18615,2.08,1.49,Regular Air,R Kshirsagar ,India,West,Gujarat,Rapar,Myers,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,P911,45377,Argot,10/02/16,15/03/16
04/02/16,Urgent,225,32849.05,0.05,-909.636,89.99,42,Delivery Truck,Rashmi Mulki ,India,West,Gujarat,Pardi,Hunter,Small Business,Furniture,Chairs & Chairmats,Jumbo Drum,P565,58722,Compu Point,12/02/16,24/02/16
04/02/16,Low,164,145060.85,0.02,7472.796,419.19,19.99,Regular Air,Kirit Jadhav ,India,North,Haryana,Panipat,Carter,Corporate,Office Supplies,Storage & Organization,Small Box,P964,30407,Argot,09/02/16,01/04/16
04/02/16,Urgent,69,29652.96,0.02,-442.697,130.98,30,Delivery Truck,Jayanta Rao Kadambala ,India,North,Himachal Pradesh,Shimla,Hunter,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,P823,4674,Ningbo,15/02/16,26/03/16
04/02/16,Low,94,594.28,0.08,-25.18615,2.08,1.49,Regular Air,K PRASHANT ,India,South,Karnataka,Jevargi,Myers,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,P911,45377,Argot,15/02/16,10/03/16
04/02/16,Low,164,174073.02,0.02,7472.796,419.19,19.99,Regular Air,Gedala Botle ,India,West,Maharashtra,Kolhapur,Carter,Corporate,Office Supplies,Storage & Organization,Small Box,P964,30407,Argot,09/02/16,22/03/16
04/02/16,High,44,14990.4,0.03,1614.762,42.8,2.99,Regular Air,Bhaskarbabu Sofi ,India,North East,Mizoram,Aizawl,King,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,P1123,55908,Compu Point,09/02/16,16/02/16
04/02/16,High,4,2212.08,0.01,-815.7072,125.99,8.99,Regular Air,Shrikant Saha ,India,East,Orissa,Sambalpur,Johnson,Corporate,Technology,Telephones and Communication,Small Box,P744,11013,Philo,14/02/16,29/03/16
04/02/16,High,10,1474.72,0.01,-1165.296,125.99,8.99,Regular Air,C.S Borse ,India,North,Rajasthan,Manoharpur,Johnson,Corporate,Technology,Telephones and Communication,Small Box,P744,11013,Philo,10/02/16,05/03/16
04/02/16,High,132,11992.32,0.03,1534.0239,42.8,2.99,Regular Air,Rajesh Soma Shekhar ,India,North,Rajasthan,Raipur,King,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,P1123,55908,Compu Point,15/02/16,27/02/16
04/02/16,Medium,100,9954.16,0.03,548.127,85.99,0.99,Regular Air,R Vohra ,India,East,Uttar Pradesh,Budaun,Ford,Corporate,Technology,Telephones and Communication,Wrap Bag,P88,11553,Ningbo,11/02/16,05/03/16
04/02/16,Not Specified,92,28592.85,0.09,346.863,77.51,4,Express Air,Sujeet Ahmed Rogatiya ,India,East,Uttar Pradesh,Jhansi,Sooner,Home Office,Technology,Computer Peripherals,Small Box,P770,26758,Dalian,13/02/16,20/02/16
04/02/16,Not Specified,184,34311.42,0.09,599.127,77.51,4,Express Air,Peter TANDON ,India,East,Uttar Pradesh,Basti,Sooner,Home Office,Technology,Computer Peripherals,Small Box,P770,26758,Dalian,10/02/16,04/03/16
04/02/16,Urgent,135,26279.24,0.05,-979.608,89.99,42,Delivery Truck,Mani Venkatasubramanian ,India,East,Uttar Pradesh,Bareilly,Hunter,Small Business,Furniture,Chairs & Chairmats,Jumbo Drum,P565,58722,Compu Point,07/02/16,01/04/16
04/02/16,Medium,60,14931.24,0.03,438.5016,85.99,0.99,Regular Air,Gopal Solanki ,India,East,West Bengal,Khardaha,Ford,Corporate,Technology,Telephones and Communication,Wrap Bag,P88,11553,Ningbo,14/02/16,07/02/16
05/02/16,Urgent,16,331.9,0.09,9.044,2.62,0.8,Regular Air,Pabitra Kumar Parmar ,India,West,Gujarat,Jamnagar,Jenkins,Corporate,Office Supplies,Rubber Bands,Wrap Bag,P999,6693,Philo,16/02/16,28/03/16
05/02/16,Urgent,80,398.28,0.09,9.69,2.62,0.8,Regular Air,Monojit Kumar ,India,South,Karnataka,Sankeshwar,Jenkins,Corporate,Office Supplies,Rubber Bands,Wrap Bag,P999,6693,Philo,15/02/16,27/02/16
05/02/16,Urgent,31,1282.05,0.09,-134.288,4.98,6.07,Regular Air,Varsha Adsul ,India,South,Kerala,Chittur,White,Corporate,Office Supplies,Paper,Small Box,P1153,28003,Alibaba,16/02/16,01/03/16
05/02/16,Urgent,62,1025.64,0.09,-124.696,4.98,6.07,Regular Air,J Srivastava ,India,West,Maharashtra,Gondia,White,Corporate,Office Supplies,Paper,Small Box,P1153,28003,Alibaba,10/02/16,28/03/16
06/02/16,Low,12,397.02,0.1,-14.35,6.68,6.93,Express Air,Haresh Bhongale ,India,South,Andhra Pradesh,Sompeta,Taylor,Small Business,Office Supplies,Paper,Small Box,P646,32193,Consolidated,11/02/16,07/03/16
06/02/16,Low,108,1104.66,0.02,55.995,3.93,0.99,Regular Air,Kamlesh Kumar Manocha ,India,North,Himachal Pradesh,Paonta Sahib,Taylor,Small Business,Office Supplies,Rubber Bands,Wrap Bag,P1008,32193,Consolidated,09/02/16,06/04/16
06/02/16,High,102,1322.68,0.05,126.49,6.3,0.5,Regular Air,Ashish Venkateshwaran ,India,South,Karnataka,Bangalore,Shaw,Corporate,Office Supplies,Labels,Small Box,P197,19457,Elan,10/02/16,31/03/16
06/02/16,Not Specified,42,2099.28,0.09,-98.325,15.28,10.91,Regular Air,Ruchir Joshi ,India,South,Karnataka,Udupi,Jenkins,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,P899,29667,Dalian,10/02/16,03/03/16
06/02/16,Low,135,920.55,0.02,74.66,3.93,0.99,Regular Air,Anil Kumar ,India,South,Karnataka,Bagalkot,Taylor,Small Business,Office Supplies,Rubber Bands,Wrap Bag,P1008,32193,Consolidated,15/02/16,08/03/16
06/02/16,High,102,1322.68,0.05,117.455,6.3,0.5,Regular Air,K Pawar ,India,South,Kerala,Kunnamangalam,Shaw,Corporate,Office Supplies,Labels,Small Box,P197,19457,Elan,15/02/16,20/03/16
06/02/16,Low,24,1358.52,0.08,17.248,35.44,7.5,Regular Air,P Das ,India,West,Maharashtra,Savantvadi,Cement,Small Business,Office Supplies,Paper,Small Box,P1161,13702,Philo,10/02/16,04/04/16
06/02/16,Not Specified,56,2099.28,0.09,-67.275,15.28,10.91,Regular Air,Saripalli Singla ,India,West,Maharashtra,Kolhapur,Jenkins,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,P899,29667,Dalian,13/02/16,07/03/16
06/02/16,Low,24,1358.52,0.08,23.408,35.44,7.5,Regular Air,Sankaleswar Manju ,India,North East,Manipur,Imphal,Cement,Small Business,Office Supplies,Paper,Small Box,P1161,13702,Philo,18/02/16,22/02/16
06/02/16,Low,16,330.85,0.1,-15.375,6.68,6.93,Express Air,Virendra Mudaliar ,India,East,Uttar Pradesh,Kanpur,Taylor,Small Business,Office Supplies,Paper,Small Box,P646,32193,Consolidated,15/02/16,04/03/16
06/02/16,Medium,56,2713.14,0.02,-83.0576,19.35,12.79,Regular Air,Keshav Gandhi ,India,North,Uttarakhand,Tanakpur,Hunter,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,P524,21696,Global Source,16/02/16,29/03/16
06/02/16,Medium,28,1808.76,0.02,-67.4843,19.35,12.79,Regular Air,Kailash Kushwaha ,India,East,West Bengal,Aistala,Hunter,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,P524,21696,Global Source,16/02/16,22/03/16
07/02/16,High,69,1355.25,0.03,89.18,7.4,1.71,Regular Air,Suryaprakash Sattigeri ,India,South,Andhra Pradesh,Machilipatnam,Murphy,Corporate,Office Supplies,Paper,Wrap Bag,P697,32580,Philo,14/02/16,31/03/16
07/02/16,High,92,1626.3,0.03,80.262,7.4,1.71,Regular Air,Avinash Telang ,India,North,Himachal Pradesh,Shimla,Murphy,Corporate,Office Supplies,Paper,Wrap Bag,P697,32580,Philo,11/02/16,29/03/16
07/02/16,High,14,9410.85,0.06,340.153,172.99,19.99,Regular Air,Narayan Santhosh ,India,South,Karnataka,Nagamangala,Ford,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,P659,28836,Consolidated,18/02/16,06/04/16
07/02/16,Low,21,3976.74,0.02,-198.7524,65.99,3.99,Regular Air,Sanjay Naiding ,India,South,Karnataka,Belgaum,Lewis,Corporate,Technology,Telephones and Communication,Small Box,P1014,35296,Consolidated,18/02/16,13/03/16
07/02/16,Medium,70,301.88,0.06,-17.93,1.26,0.7,Express Air,Bhudeb Mishra ,India,West,Maharashtra,Nashik,Kelly,Corporate,Office Supplies,Rubber Bands,Wrap Bag,P235,22787,Consolidated,17/02/16,19/03/16
07/02/16,Low,28,3976.74,0.02,-215.3151,65.99,3.99,Regular Air,Nancy Sameer Ahamed ,India,West,Maharashtra,Boisar,Lewis,Corporate,Technology,Telephones and Communication,Small Box,P1014,35296,Consolidated,18/02/16,06/03/16
07/02/16,Urgent,92,1681.8,0.05,21.6,11.58,5.72,Regular Air,Sunny Kumar ,India,West,Maharashtra,Mumbai,Bryant,Home Office,Office Supplies,Envelopes,Small Box,P860,40643,Argot,14/02/16,16/02/16
07/02/16,Low,87,1534.68,0.01,-189.696,4.98,7.28,Regular Air,Manish Rammohan ,India,North East,Nagaland,Zunheboto,Harrison,Small Business,Office Supplies,Paper,Small Box,P1173,9124,Compu Point,15/02/16,23/03/16
07/02/16,High,37,1039.28,0.03,-277.755,4.06,6.89,Regular Air,Govindadas Borgoary ,India,East,Orissa,Koraput,Lee,Consumer,Office Supplies,Appliances,Small Box,P456,55300,Alibaba,10/02/16,20/03/16
07/02/16,Medium,42,28255.36,0.05,13.286,100.98,35.84,Delivery Truck,Pradeep Gunupati ,India,North,Punjab,Sangrur,Mcdonald,Home Office,Furniture,Bookcases,Jumbo Box,P307,47075,Compu Point,15/02/16,25/02/16
07/02/16,Medium,42,28255.36,0.05,13.286,100.98,35.84,Delivery Truck,Shashank Singh ,India,North,Punjab,Muktsar,Mcdonald,Home Office,Furniture,Bookcases,Jumbo Box,P307,47075,Compu Point,19/02/16,31/03/16
07/02/16,High,37,1558.92,0.03,-240.721,4.06,6.89,Regular Air,sudhakara Deshwal ,India,North,Punjab,Batala,Lee,Consumer,Office Supplies,Appliances,Small Box,P456,55300,Alibaba,16/02/16,19/03/16
07/02/16,Urgent,115,2102.25,0.05,11.88,11.58,5.72,Regular Air,Rajesh Singh ,India,North,Rajasthan,Pali,Bryant,Home Office,Office Supplies,Envelopes,Small Box,P860,40643,Argot,14/02/16,04/04/16
07/02/16,High,28,7528.68,0.06,289.13005,172.99,19.99,Regular Air,Pradeep Jadhav ,India,South,Tamil Nadu,Tirunelveli,Ford,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,P659,28836,Consolidated,19/02/16,09/03/16
07/02/16,Low,29,1534.68,0.01,-237.12,4.98,7.28,Regular Air,Diwakar Majumdar ,India,East,Uttar Pradesh,Hathras,Harrison,Small Business,Office Supplies,Paper,Small Box,P1173,9124,Compu Point,11/02/16,26/03/16
07/02/16,Medium,70,377.35,0.06,-22.82,1.26,0.7,Express Air,Abhishek Singh ,India,East,Uttar Pradesh,Varanasi,Kelly,Corporate,Office Supplies,Rubber Bands,Wrap Bag,P235,22787,Consolidated,19/02/16,25/03/16
07/02/16,Medium,72,1098.16,0.1,-22.26,9.78,5.76,Regular Air,Virender Kumar ,India,East,West Bengal,Madhyamgram,Murphy,Consumer,Office Supplies,Envelopes,Small Box,P985,23078,Argot,18/02/16,15/03/16
07/02/16,Medium,54,1098.16,0.1,-30.21,9.78,5.76,Regular Air,Humphry Singh ,India,East,West Bengal,Jamuria,Murphy,Consumer,Office Supplies,Envelopes,Small Box,P985,23078,Argot,14/02/16,22/02/16
08/02/16,Medium,63,673.32,0,42.705,3.08,0.5,Regular Air,Naga Khan ,India,East,Bihar,Gaya,Rogers,Home Office,Office Supplies,Labels,Small Box,P189,12804,Dalian,11/02/16,09/03/16
08/02/16,High,5,203.95,0.04,3.278,4.98,0.49,Regular Air,D Clay ,India,West,Gujarat,Bhuj,Allen,Consumer,Office Supplies,Labels,Small Box,P230,20709,Compu Point,11/02/16,16/03/16
08/02/16,High,82,16969.05,0.08,877.591,51.98,10.17,Regular Air,Ashish Bhariok ,India,North,Haryana,Sirsa,Jones,Corporate,Technology,Office Machines,Medium Box,P315,6850,Elan,17/02/16,07/03/16
08/02/16,Medium,104,843.95,0.1,18.504,4.26,1.2,Regular Air,Deenanath Bhuva ,India,North,Jammu and Kashmir,Jammu,Edwards,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,P384,3042,Argot,13/02/16,07/04/16
08/02/16,Urgent,39,684.84,0.03,-83.65,4.98,7.44,Regular Air,Bhuvaneshwari Malik ,India,Central,Madhya Pradesh,Nagda,Kelley,Consumer,Office Supplies,Paper,Small Box,P1170,549,Argot,17/02/16,20/02/16
